Label,Text,stemmed_text
1,оба брата неадеквата сами судите кровь одна один лижет другой хает и ни один ничего не сделал правильно зачем делать что то если опять засрут ,об брат неадекват сам суд кров один лиза хая сдела правильн дела засира
0,«мвф передаст украину путину» — вы на минутку не задумывались о том что собирается сделать мвф — давайте назовем это западной украиной они этой стране дадут взаймы и ей требуется миллиардов долларов а не миллиардов долларов потому что им надо помнить о платежах в году мвф сделает то же самое что в греции через полгода люди в западной украине будут кричать и требовать вхождения в состав россии потому что пенсионеры которые сегодня получают долларов в месяц будут получать долларов по условиям кредита мвф вы думаете что они будут счастливо оставаться в свободной западной украине они захотят стать русскими нет никаких сомнений что мвф выполнит задачу по передаче западной украины путину с помощью условий выдвинутых для выдачи кредитов джим синклер ,«мвф передава украин путин» — минутк задумыва собира сдела мвф — дава называ эт западн украин стран дава взайм требова миллиард доллар миллиард доллар помн платеж год мвф сдела сам грец полгод человек западн украин быт крича требова вхожден соста росс пенсионер котор сегодн получа доллар месяц быт получа доллар услов кред мвф дума быт счастлив остава свободн западн украин захотет станов русск никак сомнен мвф выполня задач передач западн украин путин помощ услов выдвига выдач кред джим синклер
0,здається у вас українське прізвищє ,здаєт українськ прізвищє
0,но самое странное что на беркут не похоже ,сам стран беркут похож
1,люди в европі дитина в років може чесною працею себе забезпечити а в нас хто чесною працею хто мусим красти всі мусаркий безпредел всюди звідки ви е з якого міста перерахуйте скільки підприемств забрав яник в цьому році в вашому місті шо ви рівняете х з пальцем росія підтримае наш мусорский шоколад в европі ти людина в рашке ти г но ,человек европі дитин років мож чесн праце забезпечит хто чесн праце хто мус краща всі мусарк беспредел всюд звідки ви е з як міста перерахова скільки підприемств забира яник цьом році ваш місті шо ви рівняет х з палец рос підтрима наш мусорск шоколад европі ти людин рашек ти г
0,есть хороший тезис лично ему передайте если ты не интересуешься политикой то это не значит что политика не интересуется тобой сейчас ситуацию раскачивают и когда грохнут банковскую систему и ваш знакомый не получит зарплату он спросит а почему не платят а когда выйдет на улице то уже будет полыхать вся страна и пусть потом не удивляется что он не знал ,хорош тезис личн передава интересова политик эт знач политик интересова ты ситуац раскачива грохнут банковск систем ваш знаком получа зарплат спрашива поч плат выход улиц полыха ве стран пуст удивля знат
0,конечно захотим мы и сейчас в цирк и в зоопарк иногда ходим ,захотет цирк зоопарк ход
0,хакамада там единственный вменяемый человек среди интеллектуальных лилипутов ,хакамад единствен вменя человек сред интеллектуальн лилипут
1,сам ты тупой забань себя и убейся широколобый наш обыватель бан им потому что ты малограмотный кусочек ленина уволок и ответить то не можешь по существу слабо ты посмотри как евросоюз в таких случаях действует посмотри что щас в гамбурге творилось во франции и в турции греции как там разгоняют там бы с тобой не церемонились там быстро брандспойт в рыло газ в рожу и резиновую пулю в ребра причем по любому поводу ты что слепой беркут стоял до последнего терпения и жаль что так мягко разгоняли сняли они ролик детишек ничего не понимающих ни в политике не в экономике сняли использовали любая туса лишь бы не война концертами завлекли а чего не сняли тех кто в масках и с цепями кто до всего этого довел своими провокациями да все уже видели видео этого упыря кличко который договаривался с беркутом на инсценировку жаааль жаааль что так мягко разгоняли евросоюз вам еще покажет как это делается на самом деле тогда узнаете что такое зверства беркут герои не позавидовать им стоять перед этим стадом озверелых людишек расписавшихся в своей беспомощности кроме как маргиналить и валить ленина и сать в подъездах тьфу бля ,туп забан убива широколоб наш обывател бан малограмотн кусочек ленин уволакива отвеча моч существ слаб посмотрет евросоюз так случа действова посмотрет щас гамбург твор франц турц грец разгоня ты церемон быстр брандспойт рыл газ рожа резинов пул ребр прич люб повод слеп беркут стоя последн терпен жал мягк разгоня снима ролик детишк понима политик экономик снима использова люб тус лиш войн концерт завлека снима тот маск цеп довод сво провокац видет виде упыр кличк котор договарива беркут инсценировк жааал жааал мягк разгоня евросоюз показыва эт дела сам дел узнава так зверств беркут гер позавидова стоя этот стад озверел людишк расписыва сво беспомощн кром маргиналива вал ленин сат подъезд тьфу бля
0,придет время и все эти сан саничи во главе с путиным очень пожалеют о своих преступлениях ,прийт врем сан санич глав путин очен пожалет сво преступлен
0,это фальшивка это не оливер стон ,эт фальшивк эт оливер стон
0, сергей роговой визы в сравнении с распадом россии менее значимы ,серг рогов виз сравнен распад росс мен значим
0,безумный поехавший фрик ,безумн поеха фрик
0,я из крыма начинаю плакать когда слушаю эту песню надеюсь в россии и украине все будет хорошо україна назавжди ❤️❤️ ,крым начина плака слуша песн надея росс украин україн назавжд ❤️❤️
1,спасибо скакунам из дохлой сотни за крым ,спасиб скакун дохл сотн крым
0,хахаха они пледстовляют клым еще лаз говолю клым живет своей жизнью к логопеду перед майданом бы сходил катослофа ,хах пледстовля клы лаз говол клы жит сво жизн логопед майда сход катослоф
0,а о чем спор о правдивости видео так каждый видит то что хочет видеть вот и все а самое главное многие ли из комментирующих здесь были там и сами все видели своими глазами нет о чем тогда спорим мы ж в одной стране живем все живые существа когда им трудно объединяются а мы люди поддаемся на провокации нас хотят поссорить и им это удается ,спор правдив виде кажд видет хотет видет сам главн мног комментирова сам видет сво глаз спор один стран жит жив существ трудн объединя человек поддава провокац хотет поссор эт удава
1,какой донецк не пизди в донецке все нормальные люди а ты иди броди дальше ,донецк пиздет донецк нормальн человек идт брод далек
0,ребята мы все украинци давайте жить дружно а кто на майдане где ваши плакаты с чегеваре и еще нужны барабаны как в фильме огнем и мечем ,ребят украинц дава жит дружн майда ваш плакат чегевар нужн бараба фильм огон мета
1,жидка корчинского под суд ,жидк корчинск суд
0,в этом году самый классный позитив ,год сам классн позит
1,хохлы кто нибудь из вас мне разъяснит за что укрохуине слава я понимаю когда богу слава я понимаю когда трудящимся слава я понимаю когда ветеранам слава но за что вашей ублюдочной стране слава ,хохол разъясня укрохуин слав понима бог слав понима трудя слав понима ветера слав ваш ублюдочн стран слав
0, василий корнев во первых я из россии а не из украины а во вторых нахер вы нам тут не сдались у нас своего ворья и быдла хватает а вы еще к нам лезете ,васил корн перв росс украин втор нахер мы сдава сво вор быдл хвата мы лезт
0, анри альтруа да про правдорезова мы же в его ветке находимся ,анр альтру правдорез ветк наход
0, николос петренко ты лох дума что у народа нечем успокоить беркут но это уже другой уровень противостояния ,николос петренк лох дум народ неч успокаива беркут эт уровен противостоян
0,классно живут да ахаахахахахаха лол ,классн жит ахаахахахах лол
1,мразь ебаная в стране полыхают зачатки гражданской войны а ты их раздуваешь даже если это произойдет надеюсь ты сдохнешь одним из первых увидимся в аду ,мраз ебан стран полыха зачаток гражданск войн раздува эт происход надея сдыха один перв увидет ад
0,это же гопники деревенские ,эт гопник деревенск
0,вы скажите вы в м в украине жили кто там к вам вторгся то что вы несете не зная истории это просто песня видимо эволюция ошиблась в конце останутся одни идиоты ,сказа м украин жит вторга нест знат истор эт прост песн видим эволюц ошиба конец остава один идиот
1,лузерам на генетическом уровне не понять потому как страааашно думать ведь надо ,лузер генетическ уровен понима страааашн дума
0,вы без россии никто европа вас не спасет от холодной зимы ,росс никт европ спаса холодн зим
0,от ты демамог умный давай факты флот вмс сша есть в черном море есть иностранные агенты были пойманы на майдане были рашка остановила вторжение в сирию остановила пока госдеп развязывает локальные войны развязывает и т д и т п и про анальных туда же про спонсирование революций болотных и т д нам даже в вов америка насрала так что бросай употреблять дурманящие вещества и просыпайся ,демамог умн дава факт флот вмс сша черн мор иностра агент пойма майда рашек останавлива вторжен сир останавлива пок госдеп развязыва локальн войн развязыва т д т п анальн туд спонсирован революц болотн т д мы вов америк насра броса употребля дурман веществ просыпа
0,слава україні ,слав україні
1, трипольское слово тявкай шлюха подстилочная страна подстилка на веки веков твоя ,трипольск слов тявка шлюх подстилочн стран подстилк век век тво
0,давно пора майдан окружить и устроить там гетто для митингующих ,давн пор майда окружа устраива гетт митингова
0, правда федорова замешанная на лжи рассчитанная на идиотов в начале декабря я выдвинул фантастический сценарий развития событий в украине силовые попытки разгона протеста приведут к усилению протестного движения далее противостояние разных групп населения столкновения с силовиками расширение конфликта по всей территории украины подключение армейских подразделений ну и далее вмешательство россии нато и как итог разделение украины на восточную западную закарпатскую области и крым татарский украина детонатор который взорвет не только россию но и европу жаль что кукловоды расстроившие подписание договора украины с ес этого не понимают ,правд федор замеша лож рассчита идиот нача декабр выдвига фантастическ сценар развит событ украин силов попытк разгон протест привод усилен протестн движен дал противостоян разн групп населен столкновен силовик расширен конфликт ве территор украин подключен армейск подразделен дал вмешательств росс нат итог разделен украин восточн западн закарпатск област крым татарск украин детонатор котор взрыва росс европ жал кукловод расстраива подписан договор украин ес понима
0,есть одно но вот эти слова а отсюда следует уважаемый что вы просто предатель и террорист а всеми вашими благими намерениями устлана дорога в ад куда вы скоро и попадете обращены именно к вам граждане украины именно вам потому что он воюет в одном строю со своим народом и защищает этот народ от террористов которые пришли с киева и сша защищает интересы народа и их жизнь ,один слов отсюд следова уважа прост предател террорист ве ваш благ намерен устила дорог ад скор попада обраща имен гражданин украин имен воева один стро сво народ защища народ террорист котор приход ки сша защища интерес народ жизн
0,надоело жить рабами а теперь же все в украине в шоколаде заживем люди включите мозг ,надоеда жит раб украин шоколад заж человек включа мозг
0,время покажет ,врем показыва
0,а что ты предлагаешь сменить правительство президента как друзья вы не садитесь все в ну дальше знаете ,предлага смен правительств президент друг сад далек знат
0, ярослав савченко у него в родне были еврии после этого каждый умник считает нужным указать на это пальцам ,яросла савченк родн евр кажд умник счита нужн указыва эт палец
0,совсем не делятся на категории далеко не всем янык по душе потому то антимайданов почти нет просто нужно выбирать либо ты за смену власти в результате выборов либо нет поэтому люди с востока за разгон этого майдана и совсем не потому что они там за яныка ,дел категор далек ве янык душ антимайда прост нужн выбира либ смен власт результат выбор либ поэт человек восток разгон майда янык
1,сало украине ,сал украин
0,а желтые повязки для чего ,желт повязк
1,большевики москали всю жрут уже лет с попами жидами ,большевик москал жрат год поп жид
0,війною на київ ,вийн київ
1,да саня я бывал на украине и в белоруси в году я люблю как россиянин беларусь и украину и поверьте россия не враг она всем всегда помогала во все века вам исковеркали историю а вы и верите как же все таки вас изменили европа и штаты почему опять дали бендере правление это же ужас вас же ставят на колени зачем вы так себя ведете ,сан быва украин белорус год люб россиянин белар украин поверя росс враг все помога век исковеркива истор вер так изменя европ штат поч дава бендер правлен эт ужас став кол вест
0,супер ,супер
0, анна иванова правильные слова но мир меняется время чтения книг уходит потребность изменить что то в себе нарастает всю информацию индивидуальную для каждого нужно черпать из разума своего сердца приходит новый человек с новыми возможностями и они открываются со способностью человека любить всех все всегда ♥ ,ан иванов правильн слов мир меня врем чтен книг уход потребн изменя нараста информац индивидуальн кажд нужн черпа разум сво сердц приход нов человек нов возможн открыва способн человек люб ♥
0,не мешало бы подчеркнуть еще и то что бог во всех религиях мира один и тот же его называют по разному но это один и тот же бог и имя его бескорыстная и безусловная любовь ,меша подчеркива бог религ мир называ разн эт бог им бескорыстн безусловн любов
0,сам только что посмотрел поржал как ты считаешь леон этот ролик похож на правду укры не верят ,посмотрет поржа счита леон ролик похож правд укр вер
0,тэд качински и населения свыше миллиарда ,тэд качинск населен свыш миллиард
0,спасибо за правду ,спасиб правд
1,вы идиоты что еще сказать ,идиот сказа
1,крашенинникова тп ,крашенинник тп
1,они стреляют по бандитам кто по ним огонь открыл это раз а во вторых они отгоняли толпу стреляя не на поражение смотрите другие ролики олухи ,стреля банд огон открыва эт втор отгоня толп стреля поражен смотрет друг ролик олух
1,жиды руками славян литовцев и наивных горцев сделали обрезание украине э эх век а народ как был глупый стал еще глупее ,жид рук славянин литовец наивн горец сдела обрезан украин э эх век народ глуп станов глуп
0,и посадил в кресло другую более воровитую ,посад кресл друг воровит
0,ось яка пісня має звучати на сході і на майдані слава україні ,о як пісня має звучат сході і майдані слав україні
1,отрезать голову жопа ебанется сама ,отреза голов жоп ебанут сам
0,банальная попытка смены власти прикрывшись лозунгами не имеющими никакого отношения к реальности ,банальн попытк смен власт прикрыва лозунг имет никак отношен реальност
0,с харькова ребята приехали тысяч человек больше чем на проплаченном митинге пердунов которых спецназ взял в кольцо чтобы не поразбегались ,харьк ребят приезжа тысяч человек проплачен митинг пердун котор спецназ взят кольц поразбега
0,кто смотрит ставте лайки ,смотрет ставт лайк
0,спасибо а кончаловскому напомнил мрачную статистику и обрисовал безрадостные перспективы а хотелось бы иного где откровения о том что конкретно следует свершить для воцарения счастья мира и всеобщего благоденствия кто из ныне существующих честных политиков сможет повернуть великую россию на единственно правильный путь хотелось бы услышать истину в которую не возможно не уверовать и утвердиться в ее неоспоримой правильности ,спасиб кончаловск напомина мрачн статистик обрисовыва безрадостн перспектив хотет ин откровен конкретн следова сверша воцарен счаст мир всеобщ благоденств нын существова честн политик смоч повертыва велик росс единствен правильн пут хотет услыша истин котор возможн уверова утвержда неоспорим правильн
1,потрібно виганяти нечисть кацапську із київських теренів не дають життя вони українцям до сьогодні ,потрібн виганя нечист кацапськ із київськ теренів дают житт вон українц сьогодні
0,ну если посудить то ссср был действительно обречен на поражение в холодной войне в самом начале холодной войны у запада было колоссальное экономическое преимущество и сильные союзники запад должен был играть бездарно с такими картами поэтому горбачев и сдал советский союз и не потому что он был западным агентом а потому что он понял что очередной раунд гонки вооружений мы не выдержим и в этом хакамада была права ,посуд ссср действительн обречен поражен холодн войн сам нача холодн войн запад колоссальн экономическ преимуществ сильн союзник запад должн игра бездарн так карт поэт горбач сдава советск союз западн агент понима очередн раунд гонк вооружен выдержива хакамад прав
1,чудовий фільм зомбі москалі не зрозуміють ,чудов фільм зомбі москалі зрозумиют
1,судя по комментам всего несколько человек адекватных как жаль за каких дегенератов отдали свою бесценную жизнь наши герои а еще с такими украинскими фамилиями ну если конечно это не замаскированные кацапы а вот им тоже скоро несладко придется пусть не радуются должно быть стыдно вашим матерям каких ублюдков они выносили и дали жизнь а сейчас они здесь решают кого надо убивать придет когда то к вам казнь божья а если не вам то вашим детям обидно что такие сволочи бродят между нас и наших детей зверье вот вас нужно вместе с теми снайперами казнить на майдане просто нет слов моральные уроды а вот наладится все на украине и вы будете жить красивой жизнью а те молодые парни никогда этого не увидят а хотелось бы чтобы было наоборот но такие подонки под пулями не ходят а прячут свои трусливые задницы дома у компа позор вам ,суд коммент нескольк человек адекватн жал как дегенерат отдава бесцен жизн наш гер так украинск фамил эт замаскирова кацап скор несладк приход пуст радова должн стыдн ваш мат как ублюдок вынос дава жизн реша кто убива прийт казн бож ваш ребенок обидн так сволоч брод наш ребенок звер нужн вмест тот снайпер казн майда прост слов моральн урод налажива украин быт жит красив жизн тот молод парен увидет хотет наоборот так подонок пул ход прята сво труслив задниц дом комп позор
1,русское быдло свинское рыло могилы говоришь хееех ты тоже уже наверное в матушке сырой земле ,русск быдл свинск рыл мог говор хееех наверн матушк сыр земл
1,ну да дешевая бандеровская пропаганда шагайте в свою опу будте рабами сейчас начнут свидомые ватников проклянать ,дешев бандеровск пропаганд шага оп будт раб начина свидом ватник прокляна
0,андрей сергеевич ай какая вы умница спасибо за то что реально видите то состояние россии и самих россиян где они находятся так низко россия еще не падала ни при одной власти как упала сейчас при существующей власти ее отовсюду исключают с ней никто не считается потому что на государственном уровне начали врать вплоть до самого президента да кто же такому человеку руководителю будет и дальше верить от этого страдают и сами люди попадая в другие страны если узнают что ты россиянин сразу начинают пренебрежительно с тобой говорить и отношение презрительное это реально то до чего привели нынешние руководители если это будет продолжаться и в дальнейшем то россия сама распадется на небольшие земельные угодья ,андр сергеевич а умниц спасиб реальн видет состоян росс сам россиянин наход низк росс пада один власт упаст существ власт отовсюд исключа никт счита государствен уровен начина врат вплот сам президент так человек руководител далек вер страда сам человек попада друг стран узнава россиянин сраз начина пренебрежительн ты говор отношен презрительн эт реальн привод нынешн руководител эт продолжа дальн росс сам распада небольш земельн угод
0,это шедевр дрожь по телу ,эт шедевр дрож тел
1,ну как бы всему свое время прошло четыре года и зарплаты в два раза больше стали и безвиз а вы ватники дальше сидите в своей помойной рашке и слушайте киселева ,все сво врем проход четыр год зарплат раз станов безвиз ватник далек сидет сво помойн рашек слуша кисел
0,вот красавец настоящий государственный муж вот и выдвигай себя сам в руководители страны вперед брат и мы все теб я поддержим ,красавец настоя государствен муж выдвига руководител стран вперед брат теб поддержива
1,вечно будем помнить вас вы настоящие герои смерть кацапской нечести ,вечн быт помн настоя гер смерт кацапск нечест
1,обращаюсь к радио свобода почитайте комменты вас ненавидит не только украинский и российский народ вы противны всему миру ваши потомки проклянут вас же за ваши деяния на ваших же могилах привет вам из казахстана через дня мы выезжаем в киев человек на защиту нашей общей родины там мы будет создавать народную добровольную дружину и кстати половина моих ребят мусульмане семейные люди которые отказались оставаться в стороне майдауны ждите нас расплата за ваши деяния будут равноценными ,обраща рад свобод почита коммент ненавидет украинск российск народ противн ве мир ваш потомок проклина ваш деян ваш мог привет казахста ден выезжа ки человек защит наш общ родин создава народн добровольн дружин кстат половин мо ребят мусульманин семейн человек котор отказыва остава сторон майдаун ждат расплат ваш деян быт равноцен
1,лера уайлд или наху ,лер уайлд нах
0,как все стабильно в беларусии и рф песочные игры с калийными удобрениями вот украина это сериал где вершится будущее и весь мир с интересом и с переживанием следит за новостями ,стабильн беларус рф песочн игр калийн удобрен украин эт сериа верш будущ ве мир интерес переживан след новост
0,думаю можна простити найкращий склад носталжи ,дума можн простит найкра склад носталжа
0,я не позавидую семьям беркутовцев если не дай бог начнутся военные действия это ж будут пробивать у кого в семье беркутовец и где он нес службу в эти дни ,позавидова сем беркутовец дава бог начина воен действ эт быт пробива кто сем беркутовец нест служб ден
1,поменяли долбаебы шило на мыло почувствуете скоро как у вас жопа трещать будет только единственная просьба не пиздите что опять россияне виноваты ,поменя долбаеб шил мыл почувствова скор жоп треща единствен просьб пиздет россиянин виноват
0,ох ці мрійники що ж з ними буде після підписання чомусь згадав камінний хрест стефаника та інтерв ю бабці з північної кореї яка розповідає про денні пайки у сша сумно ,ох ці мрийник що з он буд після підписан чом згада камін хрест стефаник тот інтерв ю бабці з північної кореї як розповідає денні пайк сша сумн
1,стадо диких обезьян какой правды они хотят что они жопу рвут чтобы попасть в ес в который их никто не звал стадо е ное ,стад дик обезья правд хотет жоп рват попада ес котор никт зват стад е но
0,отчитались не волнуйтесь андрей сергеевич цивилизованная европа не будет применять к вам санкций и пустит вас к себе погостить хороший мальчик ,отчитыва волнова андр сергеевич цивилизова европ применя санкц пуска погост хорош мальчик
0,как к тебе обратиться даже не знаю прогугли фото небесной сотни и найди хоть одного алкаша ,ты обраща знат прогугл фот небесн сотн наход один алкаш
0,наши братья почему мы соримся мы же были вместе в ссср ,наш брат поч сорива вмест ссср
1,а зачем у всех мирно протестующих закрыты лица это такой стиль дал пизды и убежал ,мирн протестова закрыва лиц эт стил дава пизд убега
1, захар захаров прошло пару лет и всем видно что этот ебанутый шабаш привел украину в жопу стало намного хуже чем было ,захар захар проход пар год все видн ебанут шабаш привод украин жоп станов намн плох
1,когда на тебя всякие личности с двумя высшими лезут со всех щелей и пытаются отпиздить поджечь изнасиловать удивительно что таких случаев мести не так много ты думаешь они просто так там стоят и терпят власть воюет против народа ну да конечно у власти даже у вашей достаточно ресурсов чтобы разогнать любую толпу за пару часов без жертв ,всяк личност два высок лезт щел пыта отпизд поджига изнасилова удивительн так случа мест дума прост стоя терпет власт воева прот народ власт ваш достаточн ресурс разгоня люб толп пар час жертв
0, россия должна дальше можно не смотреть ,росс должн далек смотрет
1,статистика реальная но давайте задумаемся над маленьким фактом в америке бомжей задумайтесь а теперь задумайтесь почему автор не приводит сравнительную статистику населения в отношении к площади страны ладна бог с ним реально в росссии последние лет идет борьба за выживание но не американцы ли принесли в россию свою идеологию не мвф ли требовало принятия тех или иных законов вспомните кто требовал принятия законов о возрасте согласия в россии напомнить г ну кончаловскому а образование кто требовал от россии принятия именно этих учебников для школы могу напомнить американские фонды и проплаченые депутаты и вот сегодня когда правительство путина вышло из под контроля американцы нажимают на рычаги активируют купленных ублюдков и приводят частичную правду а с другой стороны замалчивают собственное участие за лет путинщины нельзя построить развитое государство не нужно винить одного не замечая другого господин кончаловский реальный мужик но наберись терпения и делай что то для россии конкретно а не кидайся дерьмом к стати господин кончаловский не расскажите ли вы как вам дали возможность снимать фильмы в голливуде напоминаю вас тупо продвинули по личному знакомству а до того тупо отпихивали так что не звезди тут н асчет коррупции она что в росссии что в европе гнилой что в америке одинаково думайте ,статистик реальн дава задумыва маленьк факт америк бомж задумыва задумыва поч автор привод сравнительн статистик населен отношен площад стран ладн бог реальн россс последн год идт борьб выживан американец принос росс идеолог мвф требова принят тот ин закон вспомн требова принят закон возраст соглас росс напомина г кончаловск образован требова росс принят имен этот учебник школ моч напомина американск фонд проплачен депутат сегодн правительств путин выход контрол американец нажима рычаг активирова куп ублюдок привод частичн правд сторон замалчива собствен участ год путинщин постро развит государств нужн вин один замеча друг господин кончаловск реальн мужик набира терпен дела росс конкретн кида дерьм стат господин кончаловск рассказыва дава возможн снима фильм голливуд напомина туп продвига личн знакомств туп отпихива звезд н асчет коррупц россс европ гнил америк одинаков дума
